Name,Artist,Album,Track Number
If It Wasn't You...,Jr Jr,It's A Corporate World,9
Vocal Chords,Jr Jr,It's A Corporate World,10
We Almost Lost Detroit,Jr Jr,It's A Corporate World,11
The Fisherman,Jr Jr,It's A Corporate World,12
Get Lucky (Radio Edit),Daft Punk,Get Lucky,1
Best Foot Forward,DJ Shadow,Endtroducing (Deluxe Edition),1
Building Steam With A Grain Of Salt,DJ Shadow,Endtroducing (Deluxe Edition),2
The Number Song,DJ Shadow,Endtroducing (Deluxe Edition),3
Changeling / Transmission,DJ Shadow,Endtroducing (Deluxe Edition),4
What Does Your Soul Look Like (Pt. 4),DJ Shadow,Endtroducing (Deluxe Edition),5
Untitled,DJ Shadow,Endtroducing (Deluxe Edition),6
Stem / Long Stem / Transmission 2,DJ Shadow,Endtroducing (Deluxe Edition),7
Mutual Slump,DJ Shadow,Endtroducing (Deluxe Edition),8
Organ Donor,DJ Shadow,Endtroducing (Deluxe Edition),9
Why Hip-Hop Sucks In '96,DJ Shadow,Endtroducing (Deluxe Edition),10
Midnight In A Perfect World,DJ Shadow,Endtroducing (Deluxe Edition),11
Napalm Brain / Scatter Brain,DJ Shadow,Endtroducing (Deluxe Edition),12
What Does Your Soul Look Like Pt. 1 / Blue Sky Revisit / Transmission 3,DJ Shadow,Endtroducing (Deluxe Edition),13
Best Foot Forward,DJ Shadow,Endtroducing (Deluxe Edition),14
Building Steam With A Grain Of Salt (Alternate Take Without Overdubs),DJ Shadow,Endtroducing (Deluxe Edition),15
The Number Song (Cut Chemist Remix),DJ Shadow,Endtroducing (Deluxe Edition),16
Changeling (Demo Excerpt),DJ Shadow,Endtroducing (Deluxe Edition),17
Stem (Cops 'n' Robbers),DJ Shadow,Endtroducing (Deluxe Edition),18
Soup,DJ Shadow,Endtroducing (Deluxe Edition),19
Red Bus Needs To Leave!,DJ Shadow,Endtroducing (Deluxe Edition),20
Mutual Slump (Alternate Take Without Overdubs),DJ Shadow,Endtroducing (Deluxe Edition),21
Organ Donor (Extended Overhaul),DJ Shadow,Endtroducing (Deluxe Edition),22
Why Hip-Hop Sucks In '96 (Alternate Take),DJ Shadow,Endtroducing (Deluxe Edition),23
Midnight In A Perfect World (Gab Mix),DJ Shadow,Endtroducing (Deluxe Edition),24
Napalm Brain (Demo Beat),DJ Shadow,Endtroducing (Deluxe Edition),25
What Does Your Soul Look Like? (Peshay Mix),DJ Shadow,Endtroducing (Deluxe Edition),26
"DJ Shadow Live In Oxford, England, Oct. 30, 1997",DJ Shadow,Endtroducing (Deluxe Edition),27
Needle,Born Ruffians,Birthmarks,1
6-5000,Born Ruffians,Birthmarks,2
Ocean's Deep,Born Ruffians,Birthmarks,3
Permanent Hesitation,Born Ruffians,Birthmarks,4
Cold Pop,Born Ruffians,Birthmarks,5
Golden Promises,Born Ruffians,Birthmarks,6
Rage Flows,Born Ruffians,Birthmarks,7
So Slow,Born Ruffians,Birthmarks,8
With Her Shadow,Born Ruffians,Birthmarks,9
Too Soaked To Break,Born Ruffians,Birthmarks,10
Dancing On The Edge Of Our Graves,Born Ruffians,Birthmarks,11
Never Age,Born Ruffians,Birthmarks,12
Caught in the Briars,Iron & Wine,Ghost On Ghost,1
The Desert Babbler,Iron & Wine,Ghost On Ghost,2
Joy,Iron & Wine,Ghost On Ghost,3
Low Light Buddy of Mine,Iron & Wine,Ghost On Ghost,4
Grace for Saints and Ramblers,Iron & Wine,Ghost On Ghost,5
Grass Widows,Iron & Wine,Ghost On Ghost,6
Singers and the Endless Song,Iron & Wine,Ghost On Ghost,7
Sundown (Back in the Briars),Iron & Wine,Ghost On Ghost,8
Winter Prayers,Iron & Wine,Ghost On Ghost,9
New Mexico's No Breeze,Iron & Wine,Ghost On Ghost,10
Lovers' Revolution,Iron & Wine,Ghost On Ghost,11
Baby Center Stage,Iron & Wine,Ghost On Ghost,12
Thanks Bill (Com Truise Remix),El Ten Eleven,Transitions Remixed,1
Lullaby (Mad V Remix),El Ten Eleven,Transitions Remixed,2
Yellow Bridges (Slow Magic Remix),El Ten Eleven,Transitions Remixed,3
Birth (Amp Live Remix),El Ten Eleven,Transitions Remixed,4
Lullaby (Max Tundra Remix),El Ten Eleven,Transitions Remixed,5
Birth (Three Winters Remix),El Ten Eleven,Transitions Remixed,6
Thanks Bill (Odd Nosdam Remix),El Ten Eleven,Transitions Remixed,7
Transitions (Krueger Remix),El Ten Eleven,Transitions Remixed,8
Birth (Steed Lord Remix),El Ten Eleven,Transitions Remixed,9
Transitions (Kristian Dunn Remix),El Ten Eleven,Transitions Remixed,10
Lullaby (D33j Remix),El Ten Eleven,Transitions Remixed,11
Someday Soon,Harlem,Hippies (Deluxe Version),1
Friendly Ghost,Harlem,Hippies (Deluxe Version),2
Spray Paint,Harlem,Hippies (Deluxe Version),3
Number One,Harlem,Hippies (Deluxe Version),4
Be Your Baby,Harlem,Hippies (Deluxe Version),5
Gay Human Bones,Harlem,Hippies (Deluxe Version),6
Torture Me,Harlem,Hippies (Deluxe Version),7
Cloud Pleaser,Harlem,Hippies (Deluxe Version),8
Faces,Harlem,Hippies (Deluxe Version),9
Tila And I,Harlem,Hippies (Deluxe Version),10
Three Legged Dog,Harlem,Hippies (Deluxe Version),11
Prairie My Heart,Harlem,Hippies (Deluxe Version),12
Scare You,Harlem,Hippies (Deluxe Version),13
Stripped Sunset,Harlem,Hippies (Deluxe Version),14
Pissed,Harlem,Hippies (Deluxe Version),15
Poolside,Harlem,Hippies (Deluxe Version),16
Sugar Foot [Exclusive Track],Harlem,Hippies (Deluxe Version),17
FutureSex / LoveSound (Clean),Justin Timberlake,FutureSex/LoveSounds,1
SexyBack,Justin Timberlake,FutureSex/LoveSounds,2
Medley: Sexy Ladies / Let Me Talk to You (Prelude) (Clean),Justin Timberlake,FutureSex/LoveSounds,3
My Love (Clean),Justin Timberlake,FutureSex/LoveSounds,4
LoveStoned/I Think She Knows Interlude (Main Version - Explicit),Justin Timberlake,FutureSex/LoveSounds,5
What Goes Around.../...Comes Around Interlude,Justin Timberlake,FutureSex/LoveSounds,6
Chop Me Up (Clean),Justin Timberlake,FutureSex/LoveSounds,7
Damn Girl (Main Version - Explicit),Justin Timberlake,FutureSex/LoveSounds,8
Medley: Summer Love / Set the Mood (Prelude) (Clean),Justin Timberlake,FutureSex/LoveSounds,9
Until the End of Time,Justin Timberlake,FutureSex/LoveSounds,10
Losing My Way (Clean),Justin Timberlake,FutureSex/LoveSounds,11
(Another Song) All Over Again (Clean),Justin Timberlake,FutureSex/LoveSounds,12
Pose (Main Version - Explicit),Justin Timberlake,FutureSex/LoveSounds,13
Veraison,Talkdemonic,Beat Romantic,1
Mountaintops In Caves,Talkdemonic,Beat Romantic,2
Dusty Flourescent/Wooden..,Talkdemonic,Beat Romantic,3
Junesong,Talkdemonic,Beat Romantic,4
Cascade Locks,Talkdemonic,Beat Romantic,5
Skyscraper,Talkdemonic,Beat Romantic,6
Bering,Talkdemonic,Beat Romantic,7
Human Till Born,Talkdemonic,Beat Romantic,8
Sept With Smith,Talkdemonic,Beat Romantic,9
Manhattan '81,Talkdemonic,Beat Romantic,10
Mountain Cats,Talkdemonic,Beat Romantic,11
White Gymnasuium,Talkdemonic,Beat Romantic,12
Axe And Red Sweater,Talkdemonic,Beat Romantic,13
Lightning And Butterflies,Talkdemonic,Beat Romantic,14
Hillside Monarch,Talkdemonic,Beat Romantic,15
Verite,Talkdemonic,Beat Romantic,16
Leaving Light,Talkdemonic,Eyes at Half Mast,1
Ending The Orange Glow,Talkdemonic,Eyes at Half Mast,2
Duality Of Deathening,Talkdemonic,Eyes at Half Mast,3
Shattered Into Dyes,Talkdemonic,Eyes at Half Mast,4
Tides In Their Grave,Talkdemonic,Eyes at Half Mast,5
Civilian,Talkdemonic,Eyes at Half Mast,6
Black Wood Crimson,Talkdemonic,Eyes at Half Mast,7
March Movement,Talkdemonic,Eyes at Half Mast,8
Dim Sky,Talkdemonic,Eyes at Half Mast,9
Shallow Doldrums,Talkdemonic,Eyes at Half Mast,10
Dust And Heat,Talkdemonic,Eyes at Half Mast,11
Huancayo Orchestrelle,Talkdemonic,Eyes at Half Mast,12
Dream By Heart,Talkdemonic,Eyes at Half Mast,13
A Hundred Faces In The Neon Forest,Talkdemonic,Eyes at Half Mast,14
musicbox(in),Memory Tapes,Player Piano,1
Wait In The Dark,Memory Tapes,Player Piano,2
Today Is Our Life,Memory Tapes,Player Piano,3
Yes I Know,Memory Tapes,Player Piano,4
Offers,Memory Tapes,Player Piano,5
Humming,Memory Tapes,Player Piano,6
Sunhits,Memory Tapes,Player Piano,7
Worries,Memory Tapes,Player Piano,8
Fell Thru Ice,Memory Tapes,Player Piano,9
Fell Thru Ice II,Memory Tapes,Player Piano,10
Trance Sisters,Memory Tapes,Player Piano,11
musicbox(out),Memory Tapes,Player Piano,12
Power Lines,Telekinesis,Dormarion,1
Empathetic People,Telekinesis,Dormarion,2
Ghosts and Creatures,Telekinesis,Dormarion,3
Wires,Telekinesis,Dormarion,4
Lean on Me,Telekinesis,Dormarion,5
Symphony,Telekinesis,Dormarion,6
Dark to Light,Telekinesis,Dormarion,7
Little Hill,Telekinesis,Dormarion,8
Ever True,Telekinesis,Dormarion,9
Island #4,Telekinesis,Dormarion,10
Laissez-Faire,Telekinesis,Dormarion,11
You Take It Slowly,Telekinesis,Dormarion,12
Spinoza,Generationals,Heza,1
Extra Free Year,Generationals,Heza,2
Say When,Generationals,Heza,3
You Got Me,Generationals,Heza,4
Put a Light On,Generationals,Heza,5
I Never Know,Generationals,Heza,6
Awake,Generationals,Heza,7
Kemal,Generationals,Heza,8
I Used to Let You Get to Me,Generationals,Heza,9
Durga II,Generationals,Heza,10
Miracle Mile,Cold War Kids,Dear Miss Lonelyhearts,1
Lost That Easy,Cold War Kids,Dear Miss Lonelyhearts,2
Loner Phase,Cold War Kids,Dear Miss Lonelyhearts,3
Fear & Trembling,Cold War Kids,Dear Miss Lonelyhearts,4
Tuxedos,Cold War Kids,Dear Miss Lonelyhearts,5
Bottled Affection,Cold War Kids,Dear Miss Lonelyhearts,6
Jailbirds,Cold War Kids,Dear Miss Lonelyhearts,7
Water & Power,Cold War Kids,Dear Miss Lonelyhearts,8
Dear Miss Lonelyhearts,Cold War Kids,Dear Miss Lonelyhearts,9
Bitter Poem,Cold War Kids,Dear Miss Lonelyhearts,10
Second Song,TV On The Radio,Nine Types of Light (Deluxe),1
Keep Your Heart,TV On The Radio,Nine Types of Light (Deluxe),2
You,TV On The Radio,Nine Types of Light (Deluxe),3
No Future Shock,TV On The Radio,Nine Types of Light (Deluxe),4
Killer Crane,TV On The Radio,Nine Types of Light (Deluxe),5
Will Do,TV On The Radio,Nine Types of Light (Deluxe),6
New Cannonball Blues,TV On The Radio,Nine Types of Light (Deluxe),7
Repetition,TV On The Radio,Nine Types of Light (Deluxe),8
Forgotten,TV On The Radio,Nine Types of Light (Deluxe),9
Caffeinated Consciousness,TV On The Radio,Nine Types of Light (Deluxe),10
All Falls Down,TV On The Radio,Nine Types of Light (Deluxe),11
Will Do (Switch Remix),TV On The Radio,Nine Types of Light (Deluxe),12
Will Do (XXXchange Dancehall Mix),TV On The Radio,Nine Types of Light (Deluxe),13
Burying Luck,Minus The Bear,Planet of Ice,1
Ice Monster,Minus The Bear,Planet of Ice,2
Knights,Minus The Bear,Planet of Ice,3
White Mystery,Minus The Bear,Planet of Ice,4
Dr. L'Ling,Minus The Bear,Planet of Ice,5
Part 2,Minus The Bear,Planet of Ice,6
Throwin' Shapes,Minus The Bear,Planet of Ice,7
When We Escape,Minus The Bear,Planet of Ice,8
Double Vision Quest,Minus The Bear,Planet of Ice,9
Lotus,Minus The Bear,Planet of Ice,10
Sail To The Sun,Wavves,Afraid Of Heights,1
Demon To Lean On,Wavves,Afraid Of Heights,2
Mystic,Wavves,Afraid Of Heights,3
Lunge Forward,Wavves,Afraid Of Heights,4
Dog,Wavves,Afraid Of Heights,5
Afraid Of Heights,Wavves,Afraid Of Heights,6
Paranoid,Wavves,Afraid Of Heights,7
Cop,Wavves,Afraid Of Heights,8
Beat Me Up,Wavves,Afraid Of Heights,9
Everything Is My Fault,Wavves,Afraid Of Heights,10
That's On Me,Wavves,Afraid Of Heights,11
Gimme A Knife,Wavves,Afraid Of Heights,12
I Can't Dream,Wavves,Afraid Of Heights,13
Hippies Is Punks (Bonus Track),Wavves,Afraid Of Heights,14
Tap Out,The Strokes,Comedown Machine,1
All The Time,The Strokes,Comedown Machine,2
One Way Trigger,The Strokes,Comedown Machine,3
Welcome To Japan,The Strokes,Comedown Machine,4
80's Comedown Machine,The Strokes,Comedown Machine,5
50/50,The Strokes,Comedown Machine,6
Slow Animals,The Strokes,Comedown Machine,7
Partners In Crime,The Strokes,Comedown Machine,8
Chances,The Strokes,Comedown Machine,9
Happy Ending,The Strokes,Comedown Machine,10
"Call It Fate, Call It Karma",The Strokes,Comedown Machine,11
This Harness Can't Ride Anything,Chin Up Chin Up,This Harness Can't Ride Anything,1
Water Planes in Snow,Chin Up Chin Up,This Harness Can't Ride Anything,2
We've Got to Keep Running,Chin Up Chin Up,This Harness Can't Ride Anything,3
Islands Sink,Chin Up Chin Up,This Harness Can't Ride Anything,4
Mansioned,Chin Up Chin Up,This Harness Can't Ride Anything,5
I Need a Friend with a Boat,Chin Up Chin Up,This Harness Can't Ride Anything,6
Blankets Like Beavers,Chin Up Chin Up,This Harness Can't Ride Anything,7
Landlocked Lifeguards,Chin Up Chin Up,This Harness Can't Ride Anything,8
Stolen Mountains,Chin Up Chin Up,This Harness Can't Ride Anything,9
Trophies for Hire,Chin Up Chin Up,This Harness Can't Ride Anything,10
Fathom,Russian Circles,Geneva,1
Geneva,Russian Circles,Geneva,2
Melee,Russian Circles,Geneva,3
Hexed All,Russian Circles,Geneva,4
Malko,Russian Circles,Geneva,5
When The Mountain Comes To Muhammad,Russian Circles,Geneva,6
Philos,Russian Circles,Geneva,7
Campaign,Russian Circles,Station,1
Harper Lewis,Russian Circles,Station,2
Station,Russian Circles,Station,3
Verses,Russian Circles,Station,4
Youngblood,Russian Circles,Station,5
Xavii,Russian Circles,Station,6
"Yeah, C'Mon!",Turing Machine,What Is The Meaning Of What,1
Lazy Afternoon of the Jaguar,Turing Machine,What Is The Meaning Of What,2
Slave to the Algorithm,Turing Machine,What Is The Meaning Of What,3
Sex Ghost,Turing Machine,What Is The Meaning Of What,4
What Is The Meaning Of What,Turing Machine,What Is The Meaning Of What,5
If It's Gone (It's On) / Bovina 2/23/08,Turing Machine,What Is The Meaning Of What,6
Futile Devices,Sufjan Stevens,The Age Of Adz,1
Too Much,Sufjan Stevens,The Age Of Adz,2
Age of Adz,Sufjan Stevens,The Age Of Adz,3
I Walked,Sufjan Stevens,The Age Of Adz,4
Now That I'm Older,Sufjan Stevens,The Age Of Adz,5
Get Real Get Right,Sufjan Stevens,The Age Of Adz,6
Bad Communication,Sufjan Stevens,The Age Of Adz,7
Vesuvius,Sufjan Stevens,The Age Of Adz,8
All for Myself,Sufjan Stevens,The Age Of Adz,9
I Want To Be Well,Sufjan Stevens,The Age Of Adz,10
Impossible Soul,Sufjan Stevens,The Age Of Adz,11
Drilling - (P.O.S. REDO),Minus The Bear,Interpretaciones Del Oso,1
Memphis & 53rd (FOG Remix),Minus The Bear,Interpretaciones Del Oso,2
Fulfill the Dream (Old Italy Remix by Tyondai Braxton),Minus The Bear,Interpretaciones Del Oso,3
This Ain't A Surfin' Movie (IQU 06 Mix),Minus The Bear,Interpretaciones Del Oso,4
The Fix (Plan B Remix),Minus The Bear,Interpretaciones Del Oso,5
Hooray (Dark Baby Remix),Minus The Bear,Interpretaciones Del Oso,6
The Game Needed Me (the Oktopus Remix),Minus The Bear,Interpretaciones Del Oso,7
Pachuca Sunrise (Alias Remix),Minus The Bear,Interpretaciones Del Oso,8
Michio's Death Drive (Michio AKA MONOSTEREO Remix),Minus The Bear,Interpretaciones Del Oso,9
El Torrente (J. Clark Remix),Minus The Bear,Interpretaciones Del Oso,10
"The Pig War (O, Hunter Remix)",Minus The Bear,Interpretaciones Del Oso,11
The Game Needed Me,Minus The Bear,Menos El Oso,1
Memphis & 53rd,Minus The Bear,Menos El Oso,2
Drilling,Minus The Bear,Menos El Oso,3
The Fix,Minus The Bear,Menos El Oso,4
El Torrente,Minus The Bear,Menos El Oso,5
Pachuca Sunrise,Minus The Bear,Menos El Oso,6
Michio's Death Drive,Minus The Bear,Menos El Oso,7
Hooray,Minus The Bear,Menos El Oso,8
Fulfill The Dream,Minus The Bear,Menos El Oso,9
The Pig War,Minus The Bear,Menos El Oso,10
This Ain't A Surfin' Movie,Minus The Bear,Menos El Oso,11
The Wimp,Capybara,Try Brother,1
Hello City Glow,Capybara,Try Brother,2
Cutaway Kid,Capybara,Try Brother,3
"San Francisco, 1906",Capybara,Try Brother,4
Soft,Capybara,Try Brother,5
Happiness / Let Child Roam,Capybara,Try Brother,6
Magpies,Capybara,Try Brother,7
Dynamite Dare,Capybara,Try Brother,8
Birthday Song for Bridgegirl,Capybara,Try Brother,9
Waves in the Wire,Capybara,Try Brother,10
Ten Thousand Hours,Macklemore & Ryan Lewis,The Heist,1
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,The Heist,2
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,The Heist,3
Thin Line (feat. Buffalo Madonna),Macklemore & Ryan Lewis,The Heist,4
Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,The Heist,5
Make The Money,Macklemore & Ryan Lewis,The Heist,6
Neon Cathedral (feat. Allen Stone),Macklemore & Ryan Lewis,The Heist,7
BomBom (feat. The Teaching),Macklemore & Ryan Lewis,The Heist,8
"White Walls (feat. ScHoolboy Q, Hollis)",Macklemore & Ryan Lewis,The Heist,9
Jimmy Iovine (feat. Ab-Soul),Macklemore & Ryan Lewis,The Heist,10
Wing$,Macklemore & Ryan Lewis,The Heist,11
A Wake (feat. Evan Roman),Macklemore & Ryan Lewis,The Heist,12
Gold (feat. Eighty4 Fly),Macklemore & Ryan Lewis,The Heist,13
Starting Over (feat. Ben Bridwell of Band of Horses),Macklemore & Ryan Lewis,The Heist,14
Cowboy Boots,Macklemore & Ryan Lewis,The Heist,15
Pusher Love Girl,Justin Timberlake,The 20/20 Experience,1
Suit & Tie,Justin Timberlake,The 20/20 Experience,2
Don't Hold the Wall,Justin Timberlake,The 20/20 Experience,3
Strawberry Bubblegum,Justin Timberlake,The 20/20 Experience,4
Tunnel Vision,Justin Timberlake,The 20/20 Experience,5
Spaceship Coupe,Justin Timberlake,The 20/20 Experience,6
That Girl,Justin Timberlake,The 20/20 Experience,7
Let the Groove Get In,Justin Timberlake,The 20/20 Experience,8
Mirrors,Justin Timberlake,The 20/20 Experience,9
Blue Ocean Floor,Justin Timberlake,The 20/20 Experience,10
Prima Materia,The Virgins,Strike Gently,1
Wheel of Fortune,The Virgins,Strike Gently,2
"Flashbacks, Memories and Dreams",The Virgins,Strike Gently,3
Figure on the Ice,The Virgins,Strike Gently,4
Impressions of You,The Virgins,Strike Gently,5
What Good Is Moonlight,The Virgins,Strike Gently,6
Travel Express (From Me),The Virgins,Strike Gently,7
The Beggar,The Virgins,Strike Gently,8
Amelia,The Virgins,Strike Gently,9
Blue Rose Tattoo,The Virgins,Strike Gently,10
Golden Girls,Devendra Banhart,Mala,1
Daniel,Devendra Banhart,Mala,2
Für Hildegard von Bingen,Devendra Banhart,Mala,3
Never Seen Such Good Things,Devendra Banhart,Mala,4
Mi Negrita,Devendra Banhart,Mala,5
Your Fine Petting Duck,Devendra Banhart,Mala,6
The Ballad of Keenan Milton,Devendra Banhart,Mala,7
A Gain,Devendra Banhart,Mala,8
Won't You Come Over,Devendra Banhart,Mala,9
Cristobal Risquez,Devendra Banhart,Mala,10
Hatchet Wound,Devendra Banhart,Mala,11
Mala,Devendra Banhart,Mala,12
Won't You Come Home,Devendra Banhart,Mala,13
Taurobolium,Devendra Banhart,Mala,14
Shampoo,Elvis Perkins In Dearland,Elvis Perkins In Dearland,1
Hey,Elvis Perkins In Dearland,Elvis Perkins In Dearland,2
Hours Last Stand,Elvis Perkins In Dearland,Elvis Perkins In Dearland,3
I Heard Your Voice In Dresden,Elvis Perkins In Dearland,Elvis Perkins In Dearland,4
Send My Fond Regards To Lonelyville,Elvis Perkins In Dearland,Elvis Perkins In Dearland,5
I’ll Be Arriving,Elvis Perkins In Dearland,Elvis Perkins In Dearland,6
"Chains, Chains, Chains",Elvis Perkins In Dearland,Elvis Perkins In Dearland,7
Doomsday,Elvis Perkins In Dearland,Elvis Perkins In Dearland,8
123 Goodbye,Elvis Perkins In Dearland,Elvis Perkins In Dearland,9
How’s Forever Been Baby,Elvis Perkins In Dearland,Elvis Perkins In Dearland,10
Chloe In The Afternoon,St. Vincent,Strange Mercy,1
Cruel,St. Vincent,Strange Mercy,2
Cheerleader,St. Vincent,Strange Mercy,3
Surgeon,St. Vincent,Strange Mercy,4
Northern Lights,St. Vincent,Strange Mercy,5
Strange Mercy,St. Vincent,Strange Mercy,6
Neutered Fruit,St. Vincent,Strange Mercy,7
Champagne Year,St. Vincent,Strange Mercy,8
Dilettante,St. Vincent,Strange Mercy,9
Hysterical Strength,St. Vincent,Strange Mercy,10
Year Of The Tiger,St. Vincent,Strange Mercy,11
The Boy In the Bubble,Paul Simon,Graceland,1
Graceland,Paul Simon,Graceland,2
I Know What I Know,Paul Simon,Graceland,3
Gumboots,Paul Simon,Graceland,4
Diamonds On the Soles of Her Shoes,Paul Simon,Graceland,5
You Can Call Me Al,Paul Simon,Graceland,6
Under African Skies,Paul Simon,Graceland,7
Homeless,Paul Simon,Graceland,8
"Crazy Love, Vol. II",Paul Simon,Graceland,9
That Was Your Mother,Paul Simon,Graceland,10
All Around the World or the Myth of Fingerprints,Paul Simon,Graceland,11
On Glaze,Department of Eagles,The Cold Nose,1
Sailing By Night,Department of Eagles,The Cold Nose,2
Noam Chomsky,Department of Eagles,The Cold Nose,3
Spring Break 2002,Department of Eagles,The Cold Nose,4
The Piano In The Bathtub,Department of Eagles,The Cold Nose,5
Romo-Goth,Department of Eagles,The Cold Nose,6
Gravity's Greatest Victory/Rex Snorted Coke,Department of Eagles,The Cold Nose,7
Origin Of Love,Department of Eagles,The Cold Nose,8
Family Romance,Department of Eagles,The Cold Nose,9
Forty Dollar Rug,Department of Eagles,The Cold Nose,10
We Have To Respect Each Other,Department of Eagles,The Cold Nose,11
The Curious Butterfly Realises He Is Beautiful,Department of Eagles,The Cold Nose,12
The Horse You Ride,Department of Eagles,The Cold Nose,13
Ghost In Summer Clothes,Department of Eagles,The Cold Nose,14
Sailing By Night (Tuung Remix),Department of Eagles,The Cold Nose,15
Sailing By Night (Daedelus Remix),Department of Eagles,The Cold Nose,16
Dinner For Two,Department of Eagles,The Cold Nose,17
Day School/Rooster,Department of Eagles,The Cold Nose,18
Mining For Gold,Department of Eagles,The Cold Nose,19
Ghost In Summer Clothes (Demo),Department of Eagles,The Cold Nose,20
Canopy,The Cave Singers,Naomi,1
Have to Pretend,The Cave Singers,Naomi,2
No Tomorrows,The Cave Singers,Naomi,3
It's a Crime,The Cave Singers,Naomi,4
Week to Week,The Cave Singers,Naomi,5
Evergreens,The Cave Singers,Naomi,6
Shine,The Cave Singers,Naomi,7
Karen's Car,The Cave Singers,Naomi,8
Easy Way,The Cave Singers,Naomi,9
Northern Lights,The Cave Singers,Naomi,10
Early Moon,The Cave Singers,Naomi,11
When the World,The Cave Singers,Naomi,12
Tomorrow,Future Islands,Tomorrow,1
The Fountain,Future Islands,Tomorrow,2
Through Mind And Back,Youth Lagoon,Wondrous Bughouse,1
Mute,Youth Lagoon,Wondrous Bughouse,2
Attic Doctor,Youth Lagoon,Wondrous Bughouse,3
The Bath,Youth Lagoon,Wondrous Bughouse,4
Pelican Man,Youth Lagoon,Wondrous Bughouse,5
Dropla,Youth Lagoon,Wondrous Bughouse,6
Sleep Paralysis,Youth Lagoon,Wondrous Bughouse,7
Third Dystopia,Youth Lagoon,Wondrous Bughouse,8
Raspberry Cane,Youth Lagoon,Wondrous Bughouse,9
Daisyphobia,Youth Lagoon,Wondrous Bughouse,10
Ten-Twenty-Ten,Generationals,Actor-Caster,1
I Promise,Generationals,Actor-Caster,2
Yours Forever,Generationals,Actor-Caster,3
You Say It Too,Generationals,Actor-Caster,4
Goose & Gander,Generationals,Actor-Caster,5
Dirty Mister Dirty,Generationals,Actor-Caster,6
Black and White,Generationals,Actor-Caster,7
Tell Me Now,Generationals,Actor-Caster,8
Greenleaf,Generationals,Actor-Caster,9
Please Be It,Generationals,Actor-Caster,10
Infinite Love Without Fulfilment,Grimes,Visions,1
Genesis,Grimes,Visions,2
Oblivion,Grimes,Visions,3
Eight,Grimes,Visions,4
Circumambient,Grimes,Visions,5
Vowels = space and time,Grimes,Visions,6
Visiting Statue,Grimes,Visions,7
Be A Body,Grimes,Visions,8
Colour of Moonlight (Antiochus),Grimes,Visions,9
Symphonia IX (My Wait Is U),Grimes,Visions,10
Nightmusic,Grimes,Visions,11
Skin,Grimes,Visions,12
Know The Way,Grimes,Visions,13
Intro,alt-J,An Awesome Wave,1
Interlude 1,alt-J,An Awesome Wave,2
Tessellate,alt-J,An Awesome Wave,3
Breezeblocks,alt-J,An Awesome Wave,4
Interlude 2,alt-J,An Awesome Wave,5
Something Good,alt-J,An Awesome Wave,6
Dissolve Me,alt-J,An Awesome Wave,7
Matilda,alt-J,An Awesome Wave,8
Ms,alt-J,An Awesome Wave,9
Fitzpleasure,alt-J,An Awesome Wave,10
Interlude 3,alt-J,An Awesome Wave,11
Bloodflood,alt-J,An Awesome Wave,12
Taro,alt-J,An Awesome Wave,13
Hand-Made,alt-J,An Awesome Wave,14
From the Sun,Unknown Mortal Orchestra,II,1
Swim and Sleep (Like a Shark),Unknown Mortal Orchestra,II,2
So Good at Being in Trouble,Unknown Mortal Orchestra,II,3
One at a Time,Unknown Mortal Orchestra,II,4
The Opposite of Afternoon,Unknown Mortal Orchestra,II,5
No Need for A Leader,Unknown Mortal Orchestra,II,6
Monki,Unknown Mortal Orchestra,II,7
Dawn,Unknown Mortal Orchestra,II,8
Faded in the Morning,Unknown Mortal Orchestra,II,9
Secret Xtians,Unknown Mortal Orchestra,II,10
Ffunny Ffrends,Unknown Mortal Orchestra,Unknown Mortal Orchestra,1
Bicycle,Unknown Mortal Orchestra,Unknown Mortal Orchestra,2
Thought Ballune,Unknown Mortal Orchestra,Unknown Mortal Orchestra,3
Jello and Juggernauts,Unknown Mortal Orchestra,Unknown Mortal Orchestra,4
How Can U Luv Me,Unknown Mortal Orchestra,Unknown Mortal Orchestra,5
Nerve Damage!,Unknown Mortal Orchestra,Unknown Mortal Orchestra,6
Little Blu House,Unknown Mortal Orchestra,Unknown Mortal Orchestra,7
Strangers Are Strange,Unknown Mortal Orchestra,Unknown Mortal Orchestra,8
Boy Witch,Unknown Mortal Orchestra,Unknown Mortal Orchestra,9
Smother,Daughter,Smother,1
Run,Daughter,Smother,2
Landfill,Daughter,His Young Heart,1
The Woods,Daughter,His Young Heart,2
Candles,Daughter,His Young Heart,3
Switzerland,Daughter,His Young Heart,4
Clash The Truth,Beach Fossils,Clash the Truth,1
Generational Synthetic,Beach Fossils,Clash the Truth,2
Sleep Apnea,Beach Fossils,Clash the Truth,3
Careless,Beach Fossils,Clash the Truth,4
Modern Holiday,Beach Fossils,Clash the Truth,5
Taking Off,Beach Fossils,Clash the Truth,6
Shallow,Beach Fossils,Clash the Truth,7
Burn You Down,Beach Fossils,Clash the Truth,8
Birthday,Beach Fossils,Clash the Truth,9
In Vertigo,Beach Fossils,Clash the Truth,10
Brighter,Beach Fossils,Clash the Truth,11
